scraped_comment,time,date,year
"<div class=""narrow""><blockquote><a href=""/post/75881097""><b>Tojued</b></a>:<br><br><br>Thanks dear. May all our dreams come true.</blockquote>Amen...</div>",8:57am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75873604""><b>drcynthia</b></a>:<br>Hi everyone.....<br>Pls I need a contact of any reliable person in uniport who can help me with processing my transcript.<br><br>Plsssss....God bless u as u help me.... <img src=""https://www.nairaland.com/faces/cry.gif"" alt=""cry"" border=""0"" class=""faces""></blockquote><br>Their transcript is usually online but I can see if I can get someone that can help you.</div>",8:57am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75883039""><b>DonTee07</b></a>:<br><br><br>Their transcript is usually online but I can see if I can get someone that can help you.</blockquote><br>I would appreciate that... Tank u.</div>",9:00am,Feb-19,2019
"<div class=""narrow"">Please is there anyone who has a space to give out at either Qlife or IOM for this week? <br>I have been given PPR and Remeds. My PPR is for 15 days but I only have 10 days left. I've tried but can't seem to get a near date.<br><br>Alternatively, does anyone know a staff in either hospitals that can help?<br><br>The medicals is for just me.<br><br>I know I can ask for extension on my passport submission but I don't want to. After 9 months in the clutches of AVO plus an interview, God finally released me.</div>",9:09am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75874124""><b>Ifeoma77</b></a>:<br><br>Amen! I kuku have '7' in my moniker<br>Definitely plus you o!!  <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces"">  <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""><br><br><br>Amen Sis  <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces"">  <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> Can't wait for your rich landing gist too</blockquote><br>hehehehehehe...Page 7 is a goal...my moniker ends with 7. perfect timing for me to update sibling and catch that awesome 15 points.</div>",9:10am,Feb-19,2019
"<div class=""narrow"">please how do I go about PNP rout?</div>",9:10am,Feb-19,2019
"<div class=""narrow"">You can find out on this thread <br><a href=""https://www.nairaland.com/4180147/all-canadian-provincial-nominee-programs"">https://www.nairaland.com/4180147/all-canadian-provincial-nominee-programs</a><br><br><br><blockquote><a href=""/post/75883515""><b>dubajek</b></a>:<br>please how do I go about PNP rout?</blockquote></div>",9:13am,Feb-19,2019
"<div class=""narrow"">?</div>",9:17am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75883469""><b>Zutlin</b></a>:<br>Please is there anyone who has a space to give out at either Qlife or IOM for this week? <br>I have been given PPR and Remeds. My PPR is for 15 days but I only have 10 days left. I've tried but can't seem to get a near date.<br><br>Alternatively, does anyone know a staff in either hospitals that can help?<br><br>The medicals is for just me.<br><br>I know I can ask for extension on my passport submission but I don't want to. After 9 months in the clutches of AVO plus an interview, God finally released me. </blockquote><br>Congratulations! <br><br>Pls contact the hospital and explain... I believe they will prioritise your appointment.<br><br>And congrats to you @jolajemz</div>",9:19am,Feb-19,2019
"<div class=""narrow"">Good morning fam. <br><br>Please who knows the process and possibly has a contact for getting ALVAN transcript.<br><br>Help please...</div>",9:24am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75881249""><b>johnnybravo1990</b></a>:<br><br>I just got to IOM. I used along option, with 15 mins trekking. It cost me 200 naira in 2 transits. Thanks for your advices.</blockquote>O boy!!!!! Chai!! You're the real MVP<br><br><blockquote><a href=""/post/75881875""><b>Tojued</b></a>:<br><br><br>I see say you be person wey sabi! Thumbs up!<br>@ifeo.ma77 can you imagine? Someborry just come from outside and disgrace us laik dis. ₦200 from Apo to Banex. Come and see us o, we've become too buttirised. Taxify shildren.</blockquote>Ayam shook!! Apo to Wuse II fa!<br>Well Kudos to you, it's all thanks to your superior directing skills <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""></div>",9:26am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75880995""><b>slydog</b></a>:<br><br>Hi bro,<br>I will be 31 by August this year. When estimating my crs score should I use 30 or 31? I will be entering the pool soon, I am awaiting my ielts results and have a PhD. I'm also single. Pls advice</blockquote><br>Use 31. With a very good IELTS score and your PhD, you'll have a high CRS. All the best.</div>",9:29am,Feb-19,2019
"<div class=""narrow"">Plenty congrats to @jolajemz and @arcUgo. <br><br>@jolajemz: butter up your PPR announcement jor.</div>",9:32am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75877890""><b>ArcUgo</b></a>:<br>Glory be to the FATHER, the SON, and the HOLY SPIRIT. <br>Our Father who art in heaven hallowed be your name for you are a MIRACLE worker, the unchangeable changer, your name is YAHWEH. <br><br>Ladies and Gents, <br><br><b> *IT'S PPR!!!!*</b> ��������������������.<br><br>Timelines: <br>P.A - 1ST IELTS (BC)-LRSW - 8.5,9,7.5,6.5<br>2ND IELTS (BC)-LRSW-8.5,7.5,7.5,7<br>Wifey's IELTS - LRSW-8.5,7.5,7,6.5<br><br>ECA : 25th May 2018 for me, 23th May 2018 for wifey<br><br>ITA : October 3rd<br>AOR: October 19th<br>MEP/BIL - November 19th<br>Biometrics Completed - November 21st<br>Ghost Update - February 16th<br>PPR: February 19th, dated 18th.<br>No ADR<br>Family of 4.<br>No Travel history.<br>VO: Ottawa<br><br>Exactly 4months from AOR to PPR. <br><br>Full gist coming soon......���</blockquote>Congratulations!!!!!!!!!!!!!!!!!!!!</div>",9:32am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75880995""><b>slydog</b></a>:<br><br>Hi bro,<br>I will be 31 by August this year. When estimating my crs score should I use 30 or 31? I will be entering the pool soon, I am awaiting my ielts results and have a PhD. I'm also single. Pls advice</blockquote>With PhD? If you like, use 40, you're still good to go!!</div>",9:34am,Feb-19,2019
"<div class=""narrow"">Thanks<br><br><br><blockquote><a href=""/post/75883571""><b>jhoci</b></a>:<br>You can find out on this thread <br><a href=""https://www.nairaland.com/4180147/all-canadian-provincial-nominee-programs"">https://www.nairaland.com/4180147/all-canadian-provincial-nominee-programs</a><br><br><br></blockquote></div>",9:35am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75882147""><b>jolajemz</b></a>:<br>EE Profile<br>1. IELTS - 29/12/2017 <br>2. ECA - 24/05/2018<br>3. ECA (Spouse) - 03/07/2018<br>4. EE Profile: 04/07/2018<br>5. CELPIP (Spouse) - 31/07/2018 <br>6. ITA - 08/08/2018<br>7. AOR - 12/09/2018<br>8. IP2 - 12/09/2018<br>9. MEP/BIL - 09/10/2018<br>10. Biometrics - 10/10/2018<br>11. ADR (New passport for spouse) - 10/11/2018<br>12. ADR submitted - (12/11/2018)<br>13. PPR - 19/02/2019<br></blockquote>Congratulations!!!!  This part 7 is lit!!</div>",9:39am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75872696""><b>Canadaissure</b></a>:<br>WOOOW. NEVER GIVE UP. congrats on your PPR</blockquote>Your stories reminds me of one of my friends. He initially went to Canada for his higher studies with a Canadian Student Visa.<br>Last year i.e. 2018, he got Canada PR. <img src=""https://www.nairaland.com/faces/smiley.png"" alt=""smiley"" border=""0"" class=""faces""></div>",9:40am,Feb-19,2019
"<div class=""narrow"">Good morning, everyone.<br><br>Please for the people who evaluated with WES after their WAEC wahala started, did you include your secondary schools as part of the ""Institutions"" or not? And was WAEC scratch card required for both certificates (the person is using two degrees)?<br><br>My friend is in the process of applying for WES and we're both confused with the entire thing and because I didn't have to evaluate my WAEC when I was doing mine, I have no idea how to go about it.<br><br>PLEASE HELP</div>",9:41am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75883486""><b>DonTee07</b></a>:<br><br><br>hehehehehehe...Page 7 is a goal...my moniker ends with 7. perfect timing for me to update sibling and catch that awesome 15 points.</blockquote>Yes o!!!! Carry go!!!</div>",9:42am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75877890""><b>ArcUgo</b></a>:<br>Glory be to the FATHER, the SON, and the HOLY SPIRIT. <br>Our Father who art in heaven hallowed be your name for you are a MIRACLE worker, the unchangeable changer, your name is YAHWEH. <br><br>Ladies and Gents, <br><br><b> *IT'S PPR!!!!*</b> ��������������������.<br><br>Full gist coming soon......���</blockquote><br>My ideal news to start the day. Go and prosper, may the land favour you.<br><br>O ti ja so pe</div>",9:47am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75884884""><b>slydog</b></a>:<br><br><br>Lol, not so easy. I wrote my first ielts this Month, still expecting the results, but I know I didn't do well in the speaking section. I will also not mind requesting for remark if its below 7<br>When I use 6.5 on speaking to calculate my crs at 31 years, I often get 439, but if use the same 6.5 @ 30years I get 442<br>Thats why I'm thinking once the result is out and  eca done I will jump into the pool while deciding on what next to do</blockquote><br>Waoh with a 6.5 in one module,u still reach 442 <img src=""https://www.nairaland.com/faces/cheesy.png"" alt=""cheesy"" border=""0"" class=""faces""> PhD is a wawu sthg!!!, ur own don better</div>",10:33am,Feb-19,2019
"<div class=""narrow"">Yeah,  make i properly congratulate this our wonderful person who's got an enviable personality. <br>Congratulations and Canada go favour you bro. You be correct boss! <br><blockquote><a href=""/post/75880509""><b>patty827</b></a>:<br>Congratulations, go and prosper!<br><br></blockquote></div>",10:39am,Feb-19,2019
"<div class=""narrow"">Congratulations!!<br><br>All the best in Canada.<br><br><blockquote><a href=""/post/75877890""><b>ArcUgo</b></a>:<br>Glory be to the FATHER, the SON, and the HOLY SPIRIT. <br>Our Father who art in heaven hallowed be your name for you are a MIRACLE worker, the unchangeable changer, your name is YAHWEH. <br><br>Ladies and Gents, <br><br><b> *IT'S PPR!!!!*</b> ������������<br>No ADR<br>Family of 4.<br>No Travel history.<br>VO: Ottawa<br><br>Exactly 4months from AOR to PPR. <br><br>Full gist coming soon......���</blockquote></div>",10:40am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75884884""><b>slydog</b></a>:<br><br><br>Lol, not so easy. I wrote my first ielts this Month, still expecting the results, but I know I didn't do well in the speaking section. I will also not mind requesting for remark if its below 7<br>When I use 6.5 on speaking to calculate my crs at 31 years, I often get 439, but if use the same 6.5 @ 30years I get 442<br>Thats why I'm thinking once the result is out and  eca done I will jump into the pool while deciding on what next to do</blockquote>Other people with Masters won't even smell 440 at 27 years (I.e. with a 6.5 anywhere). My point is; your PhD issa delicious point booster.<br>Anyway, August is 6 months away, you would definitely be done with ECA long before then and get your ITA. So I guess you're free to use 30.</div>",10:40am,Feb-19,2019
"<div class=""narrow"">Congratulations!!<br><br>All the best in Canada.<br><br><blockquote><a href=""/post/75882147""><b>jolajemz</b></a>:<br>EE Profile<br>1. IELTS - 29/12/2017 <br>13. PPR - 19/02/2019<br></blockquote></div>",10:42am,Feb-19,2019
"<div class=""narrow""><blockquote><a href=""/post/75885057""><b>wasseynewest</b></a>:<br>It's a LIE!  I refused to be left behind. I hail o my people!! <br>@joo, prof, mcstan, ifeoma and our several other Ogbonge seniors that are too numerous to mention. <br>I tripple hail theeeeee!!! <br><br>It's your boy ""wasseynewest"" ably and strongly catapulted to this oza room......... <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""></blockquote>.</div>",10:42am,Feb-19,2019
